binder_id,CD19_M1F_R1,CD19_M1F_R2,CD19_M1_R1,CD19_M1_R2,CD19_M2F_R1,CD19_M2F_R2,CD19_M2_R1,CD19_M2_R2,CD19_M3F_R1,CD19_M3F_R2,CD19_parental_R1,CD19_parental_R2,CD19_parental_mean,CD19_M1_mean,CD19_M2_mean,CD19_M1F_mean,CD19_M2F_mean,CD19_M3F_mean,binder_name
i75_260_dldesign_0,10.7797,40.1148,12716.5,114.127,16.9344,20.7453,16002.3,82755.3,45.3039,8.73783,3.01056,8.66385,5.837205,6415.3135,49378.8,25.44725,18.83985,27.020865,i75_260_dldesign_0
i75_68_dldesign_0,10.7797,38.9083,3765.67,34.2784,14.4069,19.242,13208.3,97570.6,7.32637,10.5969,1025.1,174.122,599.611,1899.9742,55389.450000000004,24.843999999999998,16.82445,8.961635,i75_68_dldesign_0
i76_10_dldesign_0,3335.88,15134.4,4636.03,27.826,8.34082,13.2289,12155.8,184.932,91.6543,73.8067,2.39074,6.86768,4.6292100000000005,2331.928,6170.366,9235.14,10.78486,82.7305,i76_10_dldesign_0
i76_113_dldesign_0,12.6618,17.4937,4666.68,41777.3,9.60458,12.9282,29.5462,6895.08,7.17685,4.46187,2.92202,4.01495,3.468485,23221.99,3462.3131,15.07775,11.266390000000001,5.81936,i76_113_dldesign_0
i76_343_dldesign_0,0.171106,0.904844,0.138063,2.01638,1.76927,0.150328,0.0,11.1597,0.149518,0.0,779.559,25.6746,402.6168,1.0772214999999998,5.57985,0.537975,0.959799,0.074759,i76_343_dldesign_0
i77_109_dldesign_0,0.513318,3.31776,1346.94,1.6131,0.758256,0.751641,1.67243,14.3481,0.448553,0.557734,0.44273,0.211313,0.3270215,674.27655,8.010265,1.9155389999999999,0.7549485,0.5031435,i77_109_dldesign_0
i78_293_dldesign_0,0.0,0.0,12.8399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41995,0.0,0.0,0.0,0.0,i78_293_dldesign_0
i78_310_dldesign_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i78_310_dldesign_0
i79_10_dldesign_0,459.248,412.006,1347.36,178.651,69.5068,72.4581,144.944,848.135,28.4084,45.1764,15466.9,18504.5,16985.7,763.0055,496.5395,435.62699999999995,70.98245,36.7924,i79_10_dldesign_0
i7_23_dldesign_9,1421.35,39.9569,391.615,14.9835,0.623225,0.0913036,12211.2,7.63046,66.2177,0.0,0.0,0.205856,0.102928,203.29925,6109.4152300000005,730.6534499999999,0.35726430000000003,33.10885,i7_23_dldesign_9
i80_193_dldesign_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i80_193_dldesign_0
i82_434_dldesign_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i82_434_dldesign_0
i83_409_dldesign_0,4116.98,57.91,13851.6,54227.6,21.4839,24.5035,64.6671,350.732,11.0643,13.3856,6.10967,12.0449,9.077285,34039.6,207.69955000000002,2087.4449999999997,22.993699999999997,12.22495,i83_409_dldesign_0
i85_173_dldesign_0,2.56659,9.95329,3458.76,8.87205,3.53853,3.15689,4.4598,68.5522,0.897106,1.85911,0.44273,1.16222,0.802475,1733.816025,36.506,6.25994,3.34771,1.378108,i85_173_dldesign_0
i85_188_dldesign_0,11.4641,49.1632,6448.52,47555.0,16.9344,22.2486,51.2877,320.442,8.22347,66.1844,3.63038,8.87516,6.25277,27001.760000000002,185.86485,30.313650000000003,19.5915,37.203935,i85_188_dldesign_0
i86_463_dldesign_0,16859.2,24915.5,28588.6,625.076,6533.64,12713.1,13734.5,13920.9,114.531,327.947,15.5841,32.7536,24.16885,14606.838,13827.7,20887.35,9623.37,221.239,i86_463_dldesign_0
i87_219_dldesign_0,304.226,1643.2,29016.8,70750.6,31.594,38.7847,7709.33,546.824,108.699,17.4757,11106.1,14017.3,12561.7,49883.700000000004,4128.077,973.713,35.189350000000005,63.08735,i87_219_dldesign_0
i87_378_dldesign_0,5.8176,172.825,4175.31,49547.2,4.54954,6.31378,17.2817,95.6543,3.28939,3.53231,1.06255,2.85273,1.95764,26861.254999999997,56.468,89.3213,5.431660000000001,3.41085,i87_378_dldesign_0
i88_21_dldesign_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i88_21_dldesign_0
i88_278_dldesign_0,4436.43,606.849,18151.7,4042.83,14.1541,18.4904,41.8107,240.73,10.1672,9.10965,3.09911,6.86768,4.983395,11097.265,141.27035,2521.6395,16.32225,9.638425,i88_278_dldesign_0
i89_343_dldesign_0,50294.7,24942.0,31864.9,48004.2,25395.0,37614.5,52721.6,916.687,1179.1,2048.0,12.1308,21.1313,16.631050000000002,39934.55,26819.1435,37618.35,31504.75,1613.55,i89_343_dldesign_0
i89_421_dldesign_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i89_421_dldesign_0
i89_489_dldesign_0,0.513318,0.0,828.794,0.403275,0.0,0.0,1.67243,7.97119,0.149518,0.557734,0.0,0.211313,0.1056565,414.5986375,4.82181,0.256659,0.0,0.353626,i89_489_dldesign_0
i8_57_dldesign_0,1.36885,5.73068,3127.96,245.998,1.51651,1.95427,11442.2,25.5078,68.3296,115.451,0.44273,0.528283,0.48550649999999995,1686.979,5733.8539,3.5497650000000003,1.73539,91.8903,i8_57_dldesign_0
i8_76_dldesign_0,3195.98,143.456,11180.7,6700.49,30.6913,2.08544,68.3158,589.946,16.3959,23.1923,9.16464,30.511,19.83782,8940.595000000001,329.1309,1669.718,16.38837,19.7941,i8_76_dldesign_0
i90_174_dldesign_0,3.59322,11.1597,10830.6,39.9242,3.79128,3.7582,10.592,74.9292,809.788,1.6732,1229.02,187.435,708.2275,5435.2621,42.7606,7.376460000000001,3.77474,405.7306,i90_174_dldesign_0
i90_50_dldesign_0,1.71106,7.23876,402.04,10.0819,3.79128,3.7582,26940.0,46.2329,0.299035,111.361,0.354184,1.16222,0.758202,206.06095000000002,13493.11645,4.47491,3.77474,55.830017500000004,i90_50_dldesign_0
i9_35_dldesign_1,19.2869,35.8555,26.644,8.28001,70.7877,4.02445,107.969,864.958,31.4088,111.234,27946.4,42397.7,35172.05,17.462004999999998,486.46349999999995,27.571199999999997,37.406075,71.3214,i9_35_dldesign_1
i9_54_dldesign_9,3732.13,46.0879,10595.1,9.91782,90.5667,4.96083,13062.3,1204.95,515.397,225.481,41150.5,83189.7,62170.1,5302.5089100000005,7133.625,1889.10895,47.763765,370.439,i9_54_dldesign_9
