"","RAMOS","Raji","K562","U937","MDAMB468","RPMI8226","SET2","A549","HELA","DG75","NALM6","MOLT4"
"CD19",103.707171954139,254.673986935803,7.48880303468436,8.61747920975415,0.143113431988656,0.231156847524277,0.298417566650016,0.10264078921799,0,73.2393234859807,216.37766370149,0.23018397891023
"CD22",388.85938502668,196.129115848053,4.47194654654358,2.73031392595013,17.081638188159,0.0225222757010931,0.254417250384914,0.175013651029217,0.0193859118516489,123.691818028107,43.2839250521422,0
"TNFRSF17",17.7210064560432,21.8197769125015,0.32220137635251,0.0765837067951416,0.47822473981197,76.8836218917295,0.280456955625177,0.0643085869974027,0.142460268158999,30.8810396966854,2.86822511077339,0
"CD81",197.460344364178,205.470895200725,73.4716626812581,1.77929240653962,92.5279217734046,51.1651589071055,68.5436264122396,141.162756520262,86.7413522596767,329.758479066679,256.946433003524,93.3834172879311
