Cellline,TNFRSF17,CD22,CD19
RPMI8226,5.1081062236861285,0.01435529297707,0.0565835283663675
HELA,0.1634987322828795,0.0,0.0
K562,0.1634987322828795,2.666756591884804,2.922197848396367
A549,0.0,0.2387868595871165,0.070389327891398
SET2,0.070389327891398,0.3103401206121505,0.1243281350022017
RAJI,3.880685525261125,7.521286349472469,7.110509409897472
RAMOS,6.280956313831056,7.985728110419125,6.59215800212536
MDAMB468,0.4541758931858022,4.059182199211692,0.2265085298086797
U937,0.0,1.8559896973084808,3.316145742293356
