"binder_id","BCMA_M100.CD22_1","BCMA_M100.CD22_2","BCMA_M1000_1","BCMA_M1000_2","BCMA_M100_1","BCMA_M100_2","BCMA_M500_1","BCMA_Parental_1","BCMA_Parental_2","BCMA_parental_mean","BCMA_M1000_mean","BCMA_M500_mean","BCMA_M100_mean","is_selected","BCMA_parental_occupancy","logFC_100","logFC_1000","under_fc100_bcma_binders"
"BCMA_l55_s27921_mpnn7",4290.63,839.906,1.17024,1.06133,0.64272,0.298698,0.041855,8013.05,7901.67,7957.36,1.115785,0.041855,0.470709,FALSE,0.00795735913065852,-14.0451668114276,-12.8000150924647,FALSE
"BCMA_l55_s286551_mpnn1",27650.7,16798.1,20869.6,21352.5,914.958,1028.8,21625.3,16567.3,17029.7,16798.5,21111.05,21625.3,971.879,FALSE,0.0167984981647641,-4.11141189707204,0.329665920576809,FALSE
"BCMA_l55_s286551_mpnn3",43859.7,28556.8,11497.8,11274.2,7989.19,8895.41,19303.2,8402.13,8378.05,8390.09,11386,19303.2,8442.3,FALSE,0.00839008908338277,0.00894981041253993,0.440502813276443,FALSE
"BCMA_l55_s454112_mpnn2",953.472,0,10.176,8.73553,0.183634,0.128014,6.57123,5883,5733.99,5808.495,9.455765,6.57123,0.155824,FALSE,0.00580849436542199,-15.1859593303196,-9.26275450842924,FALSE
"BCMA_l55_s454112_mpnn4",4290.63,8819.01,4344.24,3928.78,662.415,738.98,6166.62,7054.45,7029.68,7042.065,4136.51,6166.62,700.6975,FALSE,0.00704206423065448,-3.3291348896942,-0.767584473826829,FALSE
"BCMA_l55_s655034_mpnn1",23360.1,12598.6,27272.8,28105.6,22977,25108.9,32869.1,7416.48,7375.18,7395.83,27689.2,32869.1,24042.95,TRUE,0.00739582919200566,1.70082995283821,1.90453940321791,FALSE
"BCMA_l55_s655034_mpnn2",24313.5,17218.1,33389.7,36944.8,41272.9,44227.4,34386.7,9080.93,9524.44,9302.685,35167.25,34386.7,42750.15,TRUE,0.00930268398368178,2.20021040083945,1.91851344262252,FALSE
"BCMA_l55_s723674_mpnn2",476.736,0,0,0,0,0.0426712,0.125565,2166.39,2050,2108.195,0,0.125565,0.0213356,FALSE,0.00210819476967972,-16.592386108778,-Inf,FALSE
"BCMA_l55_s723674_mpnn3",0,419.953,0,0,0,0,0,734.259,714.037,724.148,0,0,0,FALSE,0.00072414792088684,-Inf,-Inf,FALSE
"BCMA_l55_s770821_mpnn12",3813.89,5879.34,137.122,135.605,0,0.0426712,194.856,2450.7,2384.15,2417.425,136.3635,194.856,0.0213356,FALSE,0.00241742473589635,-16.7898489229872,-4.1479416917591,FALSE
"BCMA_l56_s2375_mpnn1",0,0,0,0,0.0452282,0,0,744.944,695.116,720.03,0,0,0.0226141,FALSE,0.000720029921336731,-14.9585468166691,-Inf,FALSE
"BCMA_l56_s599110_mpnn11",1365.2,4272.07,1721.37,1859.01,0.407053,0.294217,1043.39,9392.78,9623.92,9508.35,1790.19,1043.39,0.350635,FALSE,0.00950834896121288,-14.7269373775357,-2.40908229491299,FALSE
"BCMA_l56_s599110_mpnn7",0,1708.83,80.1464,75.8585,0.316597,0.336248,34.1601,8478.38,7877.2,8177.79,78.00245,34.1601,0.3264225,FALSE,0.00817778910657654,-14.6126828911098,-6.71204776701791,FALSE
"BCMA_l56_s697761_mpnn1",11376.7,24778,17214.5,17789.9,8649.25,9319.82,20051.6,4653.49,4577.76,4615.625,17502.2,20051.6,8984.535,FALSE,0.00461562449574302,0.96091782224244,1.92293835704483,FALSE
"BCMA_l56_s697761_mpnn2",17747.6,19224.3,19657.4,20013,6654.83,6938.77,17000.1,4787.34,4480.24,4633.79,19835.2,17000.1,6796.8,FALSE,0.0046337894937585,0.552663007462755,2.09779837546812,FALSE
"BCMA_l56_s757742_mpnn3",455.066,5126.49,12.6628,11.3725,0.316597,0.336248,1.73477,6794.93,6869.18,6832.055,12.01765,1.73477,0.3264225,FALSE,0.00683205425359807,-14.3532914642958,-9.15102096809765,FALSE
"BCMA_l56_s793649_mpnn2",910.133,427.207,36.0324,36.9503,133.378,162.029,0.021417,2827.47,2605.5,2716.485,36.49135,0.021417,147.7035,FALSE,0.00271648470322405,-4.20096516280111,-6.21804274596058,FALSE
"BCMA_l56_s793649_mpnn3",3185.46,1708.83,1324.91,1317.34,0.226141,0.42031,1555.41,7373.04,6843.87,7108.455,1321.125,1555.41,0.3232255,FALSE,0.00710845422340138,-14.4247073882085,-2.42776905320068,FALSE
